unix_time,attention_value
1682333336,30
1682333337,24
1682333338,35
1682333339,29
1682333340,41
1682333341,35
1682333342,14
1682333343,43
1682333344,35
1682333345,29
1682333346,29
1682333347,44
1682333348,38
1682333349,53
1682333350,83
1682333351,83
1682333352,69
1682333353,60
1682333354,57
1682333355,64
1682333356,75
1682333357,57
1682333358,50
1682333359,47
