unix_time,highAlpha_value
1682333739,237696
1682333740,2548
1682333741,61007
1682333742,10601
1682333743,24531
1682333744,15235
1682333745,28854
1682333746,883
1682333747,6786
1682333748,56150
1682333749,9599
1682333750,5318
1682333751,16821
1682333752,15142
1682333753,42764
1682333754,45727
1682333755,19503
1682333756,60714
1682333757,29340
1682333758,6255
1682333759,3217
