unix_time,attention_value
1682333743,47
1682333744,34
1682333745,14
1682333746,1
1682333747,7
1682333748,1
1682333749,38
1682333750,67
1682333751,60
1682333752,94
1682333753,67
1682333754,44
1682333755,51
1682333756,26
1682333757,37
1682333758,60
1682333759,57
