unix_time,rawValue
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,52
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,52
1682333329,51
1682333329,51
1682333329,51
1682333329,52
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,52
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,52
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,52
1682333329,51
1682333329,51
1682333329,51
1682333329,50
1682333329,50
1682333329,51
1682333329,50
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,50
1682333329,50
1682333329,50
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,52
1682333329,51
1682333329,51
1682333329,51
1682333329,52
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,52
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333329,51
1682333330,50
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,52
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,52
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,51
1682333330,50
1682333330,50
1682333330,51
