unix_time,rawValue
1682333736,52
1682333736,51
1682333736,51
1682333736,51
1682333736,52
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,50
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,52
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,52
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,50
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,52
1682333736,51
1682333736,52
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,50
1682333736,51
1682333736,51
1682333736,51
1682333736,50
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,50
1682333736,51
1682333736,50
1682333736,51
1682333736,51
1682333736,51
1682333736,50
1682333736,51
1682333736,51
1682333736,51
1682333736,50
1682333736,51
1682333736,51
1682333736,50
1682333736,50
1682333736,51
1682333736,50
1682333736,50
1682333736,51
1682333736,50
1682333736,51
1682333736,51
1682333736,51
1682333736,50
1682333736,51
1682333736,51
1682333736,51
1682333736,50
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,50
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,50
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333736,50
1682333736,51
1682333736,51
1682333736,50
1682333736,51
1682333736,51
1682333736,51
1682333736,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,52
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,50
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,50
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,50
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,50
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,52
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
1682333737,51
