unix_time,delta_value
1682333739,468801
1682333740,86675
1682333741,169184
1682333742,163840
1682333743,91801
1682333744,103014
1682333745,117613
1682333746,81412
1682333747,73857
1682333748,29934
1682333749,17456
1682333750,61129
1682333751,1367012
1682333752,53886
1682333753,89704
1682333754,65086
1682333755,221947
1682333756,281436
1682333757,20208
1682333758,90426
1682333759,47555
